year,sex,means_of_travel,town_size,age,edu_level,value
2016,Female,car,"Towns 5,000 - 9,999 population",>=15,junior-cert,36661
2016,Female,car,"Towns 5,000 - 9,999 population",5 to 12,primary-school,0
2016,Female,car,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,119
2016,Female,car,"Towns 5,000 - 9,999 population",>=19,university,1309
2016,Female,car,"Towns 2,000 - 4,999 population",>=15,junior-cert,29574
2016,Female,car,"Towns 2,000 - 4,999 population",5 to 12,primary-school,0
2016,Female,car,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,90
2016,Female,car,"Towns 2,000 - 4,999 population",>=19,university,1052
2016,Female,car,"Towns 1,500 - 1,999 population",>=15,junior-cert,9335
2016,Female,car,"Towns 1,500 - 1,999 population",5 to 12,primary-school,0
2016,Female,car,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,26
2016,Female,car,"Towns 1,500 - 1,999 population",>=19,university,366
2016,Female,car,"Towns 1,000 - 1,499 population",>=15,junior-cert,12468
2016,Female,car,"Towns 1,000 - 1,499 population",5 to 12,primary-school,0
2016,Female,car,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,31
2016,Female,car,"Towns 1,000 - 1,499 population",>=19,university,486
2016,Female,car,Total Towns 500 - 999 population,>=15,junior-cert,17901
2016,Female,car,Total Towns 500 - 999 population,5 to 12,primary-school,0
2016,Female,car,Total Towns 500 - 999 population,13 to 18,leaving-cert,49
2016,Female,car,Total Towns 500 - 999 population,>=19,university,663
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,16215
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,0
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,54
2016,Female,car,Towns under 500 population but with at least 50 inhabited houses,>=19,university,676
2016,Female,car,Remainder of country,>=15,junior-cert,212681
2016,Female,car,Remainder of country,5 to 12,primary-school,0
2016,Female,car,Remainder of country,13 to 18,leaving-cert,1058
2016,Female,car,Remainder of country,>=19,university,9110
2016,Female,carpool,Dublin City and suburbs,>=15,junior-cert,8498
2016,Female,carpool,Dublin City and suburbs,5 to 12,primary-school,25382
2016,Female,carpool,Dublin City and suburbs,13 to 18,leaving-cert,10916
2016,Female,carpool,Dublin City and suburbs,>=19,university,1143
2016,Female,carpool,Cork City and suburbs,>=15,junior-cert,2744
2016,Female,carpool,Cork City and suburbs,5 to 12,primary-school,6019
2016,Female,carpool,Cork City and suburbs,13 to 18,leaving-cert,3641
2016,Female,carpool,Cork City and suburbs,>=19,university,980
2016,Female,carpool,Limerick City and suburbs,>=15,junior-cert,1180
2016,Female,carpool,Limerick City and suburbs,5 to 12,primary-school,2553
2016,Female,carpool,Limerick City and suburbs,13 to 18,leaving-cert,1448
2016,Female,carpool,Limerick City and suburbs,>=19,university,370
2016,Female,carpool,Galway City and suburbs,>=15,junior-cert,1019
2016,Female,carpool,Galway City and suburbs,5 to 12,primary-school,2145
2016,Female,carpool,Galway City and suburbs,13 to 18,leaving-cert,1130
2016,Female,carpool,Galway City and suburbs,>=19,university,274
2016,Female,carpool,Waterford City and suburbs,>=15,junior-cert,835
2016,Female,carpool,Waterford City and suburbs,5 to 12,primary-school,1985
2016,Female,carpool,Waterford City and suburbs,13 to 18,leaving-cert,1002
2016,Female,carpool,Waterford City and suburbs,>=19,university,189
2016,Female,carpool,"Towns 10,000 population and over",>=15,junior-cert,9509
2016,Female,carpool,"Towns 10,000 population and over",5 to 12,primary-school,26640
2016,Female,carpool,"Towns 10,000 population and over",13 to 18,leaving-cert,12573
2016,Female,carpool,"Towns 10,000 population and over",>=19,university,1426
2016,Female,carpool,"Towns 5,000 - 9,999 population",>=15,junior-cert,3507
2016,Female,carpool,"Towns 5,000 - 9,999 population",5 to 12,primary-school,10395
2016,Female,carpool,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,4470
2016,Female,carpool,"Towns 5,000 - 9,999 population",>=19,university,543
2016,Female,carpool,"Towns 2,000 - 4,999 population",>=15,junior-cert,2462
2016,Female,carpool,"Towns 2,000 - 4,999 population",5 to 12,primary-school,8177
2016,Female,carpool,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,3397
2016,Female,carpool,"Towns 2,000 - 4,999 population",>=19,university,443
2016,Female,carpool,"Towns 1,500 - 1,999 population",>=15,junior-cert,715
2016,Female,carpool,"Towns 1,500 - 1,999 population",5 to 12,primary-school,2630
2016,Female,carpool,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,1102
2016,Female,carpool,"Towns 1,500 - 1,999 population",>=19,university,191
2016,Female,carpool,"Towns 1,000 - 1,499 population",>=15,junior-cert,953
2016,Female,carpool,"Towns 1,000 - 1,499 population",5 to 12,primary-school,3386
2016,Female,carpool,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,1243
2016,Female,carpool,"Towns 1,000 - 1,499 population",>=19,university,218
2016,Female,carpool,Total Towns 500 - 999 population,>=15,junior-cert,1294
2016,Female,carpool,Total Towns 500 - 999 population,5 to 12,primary-school,4502
2016,Female,carpool,Total Towns 500 - 999 population,13 to 18,leaving-cert,1861
2016,Female,carpool,Total Towns 500 - 999 population,>=19,university,327
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,1061
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,3907
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,1655
2016,Female,carpool,Towns under 500 population but with at least 50 inhabited houses,>=19,university,311
2016,Female,carpool,Remainder of country,>=15,junior-cert,10207
2016,Female,carpool,Remainder of country,5 to 12,primary-school,63428
2016,Female,carpool,Remainder of country,13 to 18,leaving-cert,30695
2016,Female,carpool,Remainder of country,>=19,university,3771
2016,Female,truck,Dublin City and suburbs,>=15,junior-cert,299
2016,Female,truck,Dublin City and suburbs,5 to 12,primary-school,43
2016,Female,truck,Dublin City and suburbs,13 to 18,leaving-cert,12
2016,Female,truck,Dublin City and suburbs,>=19,university,8
2016,Female,truck,Cork City and suburbs,>=15,junior-cert,73
2016,Female,truck,Cork City and suburbs,5 to 12,primary-school,15
2016,Female,truck,Cork City and suburbs,13 to 18,leaving-cert,15
2016,Female,truck,Cork City and suburbs,>=19,university,3
2016,Female,truck,Limerick City and suburbs,>=15,junior-cert,31
2016,Female,truck,Limerick City and suburbs,5 to 12,primary-school,6
2016,Female,truck,Limerick City and suburbs,13 to 18,leaving-cert,3
2016,Female,truck,Limerick City and suburbs,>=19,university,8
2016,Female,truck,Galway City and suburbs,>=15,junior-cert,31
2016,Female,truck,Galway City and suburbs,5 to 12,primary-school,5
2016,Female,truck,Galway City and suburbs,13 to 18,leaving-cert,8
2016,Female,truck,Galway City and suburbs,>=19,university,3
2016,Female,truck,Waterford City and suburbs,>=15,junior-cert,23
2016,Female,truck,Waterford City and suburbs,5 to 12,primary-school,3
2016,Female,truck,Waterford City and suburbs,13 to 18,leaving-cert,2
2016,Female,truck,Waterford City and suburbs,>=19,university,0
2016,Female,truck,"Towns 10,000 population and over",>=15,junior-cert,305
2016,Female,truck,"Towns 10,000 population and over",5 to 12,primary-school,74
2016,Female,truck,"Towns 10,000 population and over",13 to 18,leaving-cert,35
2016,Female,truck,"Towns 10,000 population and over",>=19,university,11
2016,Female,truck,"Towns 5,000 - 9,999 population",>=15,junior-cert,168
2016,Female,truck,"Towns 5,000 - 9,999 population",5 to 12,primary-school,27
2016,Female,truck,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,12
2016,Female,truck,"Towns 5,000 - 9,999 population",>=19,university,4
2016,Female,truck,"Towns 2,000 - 4,999 population",>=15,junior-cert,140
2016,Female,truck,"Towns 2,000 - 4,999 population",5 to 12,primary-school,23
2016,Female,truck,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,16
2016,Female,truck,"Towns 2,000 - 4,999 population",>=19,university,7
2016,Female,truck,"Towns 1,500 - 1,999 population",>=15,junior-cert,52
2016,Female,truck,"Towns 1,500 - 1,999 population",5 to 12,primary-school,11
2016,Female,truck,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,7
2016,Female,truck,"Towns 1,500 - 1,999 population",>=19,university,0
2016,Female,truck,"Towns 1,000 - 1,499 population",>=15,junior-cert,66
2016,Female,truck,"Towns 1,000 - 1,499 population",5 to 12,primary-school,6
2016,Female,truck,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,1
2016,Female,truck,"Towns 1,000 - 1,499 population",>=19,university,2
2016,Female,truck,Total Towns 500 - 999 population,>=15,junior-cert,85
2016,Female,truck,Total Towns 500 - 999 population,5 to 12,primary-school,22
2016,Female,truck,Total Towns 500 - 999 population,13 to 18,leaving-cert,6
2016,Female,truck,Total Towns 500 - 999 population,>=19,university,3
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,70
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,7
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,6
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=19,university,2
2016,Female,truck,Remainder of country,>=15,junior-cert,1338
2016,Female,truck,Remainder of country,5 to 12,primary-school,185
2016,Female,truck,Remainder of country,13 to 18,leaving-cert,138
2016,Female,truck,Remainder of country,>=19,university,37
2016,Female,truck,Dublin City and suburbs,>=15,junior-cert,107
2016,Female,truck,Dublin City and suburbs,5 to 12,primary-school,14
2016,Female,truck,Dublin City and suburbs,13 to 18,leaving-cert,3
2016,Female,truck,Dublin City and suburbs,>=19,university,2
2016,Female,truck,Cork City and suburbs,>=15,junior-cert,26
2016,Female,truck,Cork City and suburbs,5 to 12,primary-school,5
2016,Female,truck,Cork City and suburbs,13 to 18,leaving-cert,2
2016,Female,truck,Cork City and suburbs,>=19,university,0
2016,Female,truck,Limerick City and suburbs,>=15,junior-cert,10
2016,Female,truck,Limerick City and suburbs,5 to 12,primary-school,1
2016,Female,truck,Limerick City and suburbs,13 to 18,leaving-cert,0
2016,Female,truck,Limerick City and suburbs,>=19,university,1
2016,Female,truck,Galway City and suburbs,>=15,junior-cert,8
2016,Female,truck,Galway City and suburbs,5 to 12,primary-school,0
2016,Female,truck,Galway City and suburbs,13 to 18,leaving-cert,0
2016,Female,truck,Galway City and suburbs,>=19,university,2
2016,Female,truck,Waterford City and suburbs,>=15,junior-cert,5
2016,Female,truck,Waterford City and suburbs,5 to 12,primary-school,0
2016,Female,truck,Waterford City and suburbs,13 to 18,leaving-cert,0
2016,Female,truck,Waterford City and suburbs,>=19,university,0
2016,Female,truck,"Towns 10,000 population and over",>=15,junior-cert,79
2016,Female,truck,"Towns 10,000 population and over",5 to 12,primary-school,8
2016,Female,truck,"Towns 10,000 population and over",13 to 18,leaving-cert,4
2016,Female,truck,"Towns 10,000 population and over",>=19,university,6
2016,Female,truck,"Towns 5,000 - 9,999 population",>=15,junior-cert,20
2016,Female,truck,"Towns 5,000 - 9,999 population",5 to 12,primary-school,5
2016,Female,truck,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,0
2016,Female,truck,"Towns 5,000 - 9,999 population",>=19,university,4
2016,Female,truck,"Towns 2,000 - 4,999 population",>=15,junior-cert,13
2016,Female,truck,"Towns 2,000 - 4,999 population",5 to 12,primary-school,3
2016,Female,truck,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,2
2016,Female,truck,"Towns 2,000 - 4,999 population",>=19,university,1
2016,Female,truck,"Towns 1,500 - 1,999 population",>=15,junior-cert,1
2016,Female,truck,"Towns 1,500 - 1,999 population",5 to 12,primary-school,3
2016,Female,truck,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,0
2016,Female,truck,"Towns 1,500 - 1,999 population",>=19,university,0
2016,Female,truck,"Towns 1,000 - 1,499 population",>=15,junior-cert,3
2016,Female,truck,"Towns 1,000 - 1,499 population",5 to 12,primary-school,1
2016,Female,truck,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,3
2016,Female,truck,"Towns 1,000 - 1,499 population",>=19,university,0
2016,Female,truck,Total Towns 500 - 999 population,>=15,junior-cert,12
2016,Female,truck,Total Towns 500 - 999 population,5 to 12,primary-school,0
2016,Female,truck,Total Towns 500 - 999 population,13 to 18,leaving-cert,3
2016,Female,truck,Total Towns 500 - 999 population,>=19,university,2
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,14
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,3
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,0
2016,Female,truck,Towns under 500 population but with at least 50 inhabited houses,>=19,university,0
2016,Female,truck,Remainder of country,>=15,junior-cert,122
2016,Female,truck,Remainder of country,5 to 12,primary-school,23
2016,Female,truck,Remainder of country,13 to 18,leaving-cert,16
2016,Female,truck,Remainder of country,>=19,university,12
2016,Female,remote,Dublin City and suburbs,>=15,junior-cert,5478
2016,Female,remote,Dublin City and suburbs,5 to 12,primary-school,17
2016,Female,remote,Dublin City and suburbs,13 to 18,leaving-cert,11
2016,Female,remote,Dublin City and suburbs,>=19,university,97
2016,Female,remote,Cork City and suburbs,>=15,junior-cert,844
2016,Female,remote,Cork City and suburbs,5 to 12,primary-school,6
2016,Female,remote,Cork City and suburbs,13 to 18,leaving-cert,7
2016,Female,remote,Cork City and suburbs,>=19,university,18
2016,Female,remote,Limerick City and suburbs,>=15,junior-cert,346
2016,Female,remote,Limerick City and suburbs,5 to 12,primary-school,0
2016,Female,remote,Limerick City and suburbs,13 to 18,leaving-cert,2
2016,Female,remote,Limerick City and suburbs,>=19,university,4
2016,Female,remote,Galway City and suburbs,>=15,junior-cert,424
2016,Female,remote,Galway City and suburbs,5 to 12,primary-school,3
2016,Female,remote,Galway City and suburbs,13 to 18,leaving-cert,2
2016,Female,remote,Galway City and suburbs,>=19,university,14
2016,Female,remote,Waterford City and suburbs,>=15,junior-cert,218
2016,Female,remote,Waterford City and suburbs,5 to 12,primary-school,0
2016,Female,remote,Waterford City and suburbs,13 to 18,leaving-cert,0
2016,Female,remote,Waterford City and suburbs,>=19,university,3
2016,Female,remote,"Towns 10,000 population and over",>=15,junior-cert,3622
2016,Female,remote,"Towns 10,000 population and over",5 to 12,primary-school,19
2016,Female,remote,"Towns 10,000 population and over",13 to 18,leaving-cert,9
2016,Female,remote,"Towns 10,000 population and over",>=19,university,45
2016,Female,remote,"Towns 5,000 - 9,999 population",>=15,junior-cert,1430
2016,Female,remote,"Towns 5,000 - 9,999 population",5 to 12,primary-school,6
2016,Female,remote,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,4
2016,Female,remote,"Towns 5,000 - 9,999 population",>=19,university,20
2016,Female,remote,"Towns 2,000 - 4,999 population",>=15,junior-cert,1203
2016,Female,remote,"Towns 2,000 - 4,999 population",5 to 12,primary-school,7
2016,Female,remote,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,9
2016,Female,remote,"Towns 2,000 - 4,999 population",>=19,university,14
2016,Female,remote,"Towns 1,500 - 1,999 population",>=15,junior-cert,431
2016,Female,remote,"Towns 1,500 - 1,999 population",5 to 12,primary-school,2
2016,Female,remote,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,1
2016,Female,remote,"Towns 1,500 - 1,999 population",>=19,university,7
2016,Female,remote,"Towns 1,000 - 1,499 population",>=15,junior-cert,533
2016,Female,remote,"Towns 1,000 - 1,499 population",5 to 12,primary-school,2
2016,Female,remote,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,0
2016,Female,remote,"Towns 1,000 - 1,499 population",>=19,university,3
2016,Female,remote,Total Towns 500 - 999 population,>=15,junior-cert,901
2016,Female,remote,Total Towns 500 - 999 population,5 to 12,primary-school,1
2016,Female,remote,Total Towns 500 - 999 population,13 to 18,leaving-cert,3
2016,Female,remote,Total Towns 500 - 999 population,>=19,university,7
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,842
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,7
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,6
2016,Female,remote,Towns under 500 population but with at least 50 inhabited houses,>=19,university,9
2016,Female,remote,Remainder of country,>=15,junior-cert,13075
2016,Female,remote,Remainder of country,5 to 12,primary-school,85
2016,Female,remote,Remainder of country,13 to 18,leaving-cert,39
2016,Female,remote,Remainder of country,>=19,university,108
2016,Female,na,Dublin City and suburbs,>=15,junior-cert,14605
2016,Female,na,Dublin City and suburbs,5 to 12,primary-school,3405
2016,Female,na,Dublin City and suburbs,13 to 18,leaving-cert,1528
2016,Female,na,Dublin City and suburbs,>=19,university,1070
2016,Female,na,Cork City and suburbs,>=15,junior-cert,1771
2016,Female,na,Cork City and suburbs,5 to 12,primary-school,485
2016,Female,na,Cork City and suburbs,13 to 18,leaving-cert,176
2016,Female,na,Cork City and suburbs,>=19,university,204
2016,Female,na,Limerick City and suburbs,>=15,junior-cert,1075
2016,Female,na,Limerick City and suburbs,5 to 12,primary-school,301
2016,Female,na,Limerick City and suburbs,13 to 18,leaving-cert,152
2016,Female,na,Limerick City and suburbs,>=19,university,223
2016,Female,na,Galway City and suburbs,>=15,junior-cert,899
2016,Female,na,Galway City and suburbs,5 to 12,primary-school,241
2016,Female,na,Galway City and suburbs,13 to 18,leaving-cert,114
2016,Female,na,Galway City and suburbs,>=19,university,86
2016,Female,na,Waterford City and suburbs,>=15,junior-cert,550
2016,Female,na,Waterford City and suburbs,5 to 12,primary-school,190
2016,Female,na,Waterford City and suburbs,13 to 18,leaving-cert,80
2016,Female,na,Waterford City and suburbs,>=19,university,51
2016,Female,na,"Towns 10,000 population and over",>=15,junior-cert,6453
2016,Female,na,"Towns 10,000 population and over",5 to 12,primary-school,2551
2016,Female,na,"Towns 10,000 population and over",13 to 18,leaving-cert,922
2016,Female,na,"Towns 10,000 population and over",>=19,university,519
2016,Female,na,"Towns 5,000 - 9,999 population",>=15,junior-cert,2184
2016,Female,na,"Towns 5,000 - 9,999 population",5 to 12,primary-school,1032
2016,Female,na,"Towns 5,000 - 9,999 population",13 to 18,leaving-cert,278
2016,Female,na,"Towns 5,000 - 9,999 population",>=19,university,161
2016,Female,na,"Towns 2,000 - 4,999 population",>=15,junior-cert,1694
2016,Female,na,"Towns 2,000 - 4,999 population",5 to 12,primary-school,717
2016,Female,na,"Towns 2,000 - 4,999 population",13 to 18,leaving-cert,261
2016,Female,na,"Towns 2,000 - 4,999 population",>=19,university,114
2016,Female,na,"Towns 1,500 - 1,999 population",>=15,junior-cert,495
2016,Female,na,"Towns 1,500 - 1,999 population",5 to 12,primary-school,207
2016,Female,na,"Towns 1,500 - 1,999 population",13 to 18,leaving-cert,70
2016,Female,na,"Towns 1,500 - 1,999 population",>=19,university,36
2016,Female,na,"Towns 1,000 - 1,499 population",>=15,junior-cert,713
2016,Female,na,"Towns 1,000 - 1,499 population",5 to 12,primary-school,279
2016,Female,na,"Towns 1,000 - 1,499 population",13 to 18,leaving-cert,91
2016,Female,na,"Towns 1,000 - 1,499 population",>=19,university,45
2016,Female,na,Total Towns 500 - 999 population,>=15,junior-cert,964
2016,Female,na,Total Towns 500 - 999 population,5 to 12,primary-school,357
2016,Female,na,Total Towns 500 - 999 population,13 to 18,leaving-cert,134
2016,Female,na,Total Towns 500 - 999 population,>=19,university,69
2016,Female,na,Towns under 500 population but with at least 50 inhabited houses,>=15,junior-cert,805
2016,Female,na,Towns under 500 population but with at least 50 inhabited houses,5 to 12,primary-school,263
2016,Female,na,Towns under 500 population but with at least 50 inhabited houses,13 to 18,leaving-cert,96
2016,Female,na,Towns under 500 population but with at least 50 inhabited houses,>=19,university,52
2016,Female,na,Remainder of country,>=15,junior-cert,8862
2016,Female,na,Remainder of country,5 to 12,primary-school,2451
2016,Female,na,Remainder of country,13 to 18,leaving-cert,1216
2016,Female,na,Remainder of country,>=19,university,622
