"Statistic","CensusYear","Sex","Means of Travel","At Work School or College","UNIT","VALUE"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motorcycle or scooter","Students at school or college aged 19 years and over","Number","1549"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Driver","All persons","Number","909822"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Driver","Population aged 15 years and over at work","Number","887168"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Driver","Children at school aged between 5 and 12 years","Number","0"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Driver","Students at school or college aged between 13 and 18 years","Number","2564"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Driver","Students at school or college aged 19 years and over","Number","20090"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Passenger","All persons","Number","427962"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Passenger","Population aged 15 years and over at work","Number","108382"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Passenger","Children at school aged between 5 and 12 years","Number","217308"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Passenger","Students at school or college aged between 13 and 18 years","Number","89468"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Motor car: Passenger","Students at school or college aged 19 years and over","Number","12804"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Other means (incl. lorry or van)","All persons","Number","118800"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Other means (incl. lorry or van)","Population aged 15 years and over at work","Number","115168"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Other means (incl. lorry or van)","Children at school aged between 5 and 12 years","Number","2002"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Other means (incl. lorry or van)","Students at school or college aged between 13 and 18 years","Number","1065"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Other means (incl. lorry or van)","Students at school or college aged 19 years and over","Number","565"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Work mainly at or from home","All persons","Number","110821"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Work mainly at or from home","Population aged 15 years and over at work","Number","97567"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Work mainly at or from home","Children at school aged between 5 and 12 years","Number","6625"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Work mainly at or from home","Students at school or college aged between 13 and 18 years","Number","4459"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Work mainly at or from home","Students at school or college aged 19 years and over","Number","2170"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Not stated","All persons","Number","45380"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Not stated","Population aged 15 years and over at work","Number","26788"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Not stated","Children at school aged between 5 and 12 years","Number","12481"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Not stated","Students at school or college aged between 13 and 18 years","Number","4034"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","Not stated","Students at school or college aged 19 years and over","Number","2077"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","All means of travel","All persons","Number","2501635"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","All means of travel","Population aged 15 years and over at work","Number","1610881"
"Population Usually Resident in the State at Each Census Since 1986","2002","Both sexes","All means of travel","Children at school aged between 5 and 12 years","Number","432217"
